,Unnamed: 0,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
1575,1655,uncoverssrdishakillers,uncoverssrdishakillers,uncoverssrdishakiller s,uncoverssrdishakille rs,u ncoverssrdishakillers,un coverssrdishakillers,uncoverssrdisha killers,uncovers srdishakillers,unc overssrdishakillers,uncover ssrdishakillers,uncoverssrdishakill ers,roman,228616,None,Hashtag has named entities,"[{""start"": 10, ""end"": 15, ""text"": ""disha"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 22, ""text"": ""killers"", ""labels"": [""Named Entity""]}]",uncover ssr disha killers,4,1259,2021-12-17T12:34:33.293403Z,2021-12-17T12:34:33.293455Z,26.03,uncover ssr disha killers,uncover ss rdisha killers,uncoverss rdisha killers,uncover ssr di sha killers,uncovers srdisha killers,uncover ss rdi sha killers,uncover ssrdisha killers,uncover ssrdi sha killers,uncovers s rdisha killers,uncovers srdi sha killers,uncover ss r di sha killers
1576,1656,welcomebackkabhi,welcomebackkabhi,welcomeback kabhi,welcome back kabhi,welcomebackkabh i,welcomebackka bhi,welcomebackkab hi,welcomebackk abhi,we lcomebackkabhi,w elcomebackkabhi,welcome backkabhi,roman,228615,$3,Hashtag has named entities,"[{""start"": 11, ""end"": 16, ""text"": ""kabhi"", ""labels"": [""Named Entity""]}]",welcomebackkabhi,4,1257,2021-12-17T12:32:51.211313Z,2021-12-17T12:32:51.211360Z,26.96,welcome back kabhi,welcome back kabhi,welcome back ka bhi,welcome back k abhi,welcome back ka bh i,welcomebackkabhi,welcome backkabhi,welcomeback kabhi,welcome back kab hi,welcome backka bhi,welcomeback ka bhi
1577,1657,dastakkhushiyonki,dastakkhushiyonki,dastakkhushiyonk i,dastakkhushiyon ki,da stakkhushiyonki,d astakkhushiyonki,das takkhushiyonki,dast akkhushiyonki,dastakkhushiyon k i,dastak khushiyonki,dasta kkhushiyonki,roman,228614,None,Hashtag has non english token ,None,dastak khushiyon ki,4,1256,2021-12-17T12:32:22.437196Z,2021-12-17T12:32:22.437240Z,39.481,dastak khushiyon ki,das takkhushi yonki,dastak khushi yonki,dastakkhushi yon ki,das tak khushi yonki,dasta kkhushi yonki,dastakkhushi yonki,dastakkhushiyonki,das takkhushi yon ki,dastak khushi yon ki,da stakkhushi yonki
1578,1658,joinhinduecosystem,joinhinduecosystem,joinhindueco system,joinhinduecosyste m,joinhinduecosy stem,joinhinduecosyst em,jo inhinduecosystem,join hinduecosystem,j oinhinduecosystem,joinhindu ecosystem,join hindu ecosystem,roman,228612,$10,Hashtag has named entities,"[{""start"": 4, ""end"": 9, ""text"": ""hindu"", ""labels"": [""Named Entity""]}]",joinhinduecosystem,4,1254,2021-12-17T12:30:52.686491Z,2021-12-17T12:30:52.686540Z,34.308,join hindu ecosystem,jo in hindu ecosystem,joinhindu ecosystem,jo in hindu eco system,join hindu eco system,join hindu ecosystem,joi nhindu ecosystem,joi n hindu ecosystem,j o in hindu ecosystem,jo in hind u ecosystem,joinhinduecosystem
1579,1659,scoom,scoom,sco om,s coom,sc oom,scoo m,sco o m,s c o om,s co om,sc o om,s coo m,roman,228611,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""scoom"", ""labels"": [""Named Entity""]}]",scoom,4,1253,2021-12-17T12:30:16.766984Z,2021-12-17T12:30:16.767038Z,20.769,scoom,scoom,s coom,sc o o m,sco om,s c oom,sc oom,scoo m,sc oo m,sc o om,s c o o m
1580,1660,bjpghmcmanifesto,bjpghmcmanifesto,bjpghmcmanifes to,bjpghmcmanifest o,b jpghmcmanifesto,bjpghmc manifesto,bjp ghmcmanifesto,bj pghmcmanifesto,bjpghmcmanife sto,bjpghmcmanif esto,bjpghmcmanife s to,roman,228610,None,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""bjp"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 7, ""text"": ""ghmc"", ""labels"": [""Named Entity""]}]",bjp ghmc manifesto,4,1252,2021-12-17T12:29:54.217473Z,2021-12-17T12:29:54.217523Z,1081.63,bjp ghmc manifesto,bjpghmcmanifesto,bjpgh mcmanifesto,bjp ghmc manifesto,bjpgh mc manifesto,b jpg hmc manifesto,bjpghmc manifesto,bjpg hmcmanifesto,bjpg hmc manifesto,bjpg h mcmanifesto,bjp ghmcmanifesto
1581,1661,naoexisteestuproculposo,naoexisteestuproculposo,naoexisteestuproculpo so,naoexisteestuproculpos o,na oexisteestuproculposo,n aoexisteestuproculposo,nao existeestuproculposo,naoexisteestuproculp oso,naoexisteestuprocul poso,naoexisteestuproculpo s o,naoe xisteestuproculposo,roman,228609,None,Hashtag has non english token ,None,nao existe estupro culposo,4,1251,2021-12-17T12:11:50.891813Z,2021-12-17T12:11:50.891860Z,26.757,nao existe estupro culposo,nao existe es tu proculposo,nao existe es tu procul poso,nao existe estuproculposo,nao existe estupro culposo,nao existees tu proculposo,nao existe estu proculposo,na o existe es tu proculposo,na o existe estu proculposo,nao exist eestu proculposo,nao existe est u proculposo
1582,1662,swagatamtejasvisurya,swagatamtejasvisurya,swagatamtejasvisury a,s wagatamtejasvisurya,swagatamtejasvisur ya,swagatamtejasvi surya,sw agatamtejasvisurya,swag atamtejasvisurya,swa gatamtejasvisurya,swagatam tejasvi surya,swagatamtejasvisu rya,roman,228608,$9,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 8, ""end"": 15, ""text"": ""tejasvi"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 20, ""text"": ""surya"", ""labels"": [""Named Entity""]}]",swagatamtejasvisurya,4,1250,2021-12-17T12:11:19.816513Z,2021-12-17T12:11:19.816570Z,7.248,swagatam tejasvi surya,swagatamtejasvisurya,swag atam tejas visurya,swag at amtejas visurya,swagatam tejas visur ya,swagatam tejas visurya,swag at amtejasvisurya,swagatam tejasvisurya,swagat am tejas visurya,swagatamtejas visurya,swag atamtejasvisurya
1583,1663,ranbirkapoor,ranbir kapoor,ranbirkapoor,ranbirkapo or,ranbirkapoo r,ranbirka poor,r anbirkapoor,ran birkapoor,ra nbirkapoor,ranbirkap o or,ranbirkap oor,roman,228607,$1,None,"[{""start"": 6, ""end"": 12, ""text"": ""kapoor"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 6, ""text"": ""ranbir"", ""labels"": [""Named Entity""]}]",ranbirkapoor,4,1249,2021-12-17T12:10:44.282181Z,2021-12-17T12:10:44.282228Z,7.359,ranbir kapoor,ranbir kapoor,ran birkapoor,ranbirkapoor,ranbirk apoor,ranbirka poor,ran bir kapoor,ran birka poor,ranbi r kapoor,ran birk apoor,ranbir kapo or
1584,1664,biharelection,bihar election,biharelection,bi har election,biharelecti on,biharelectio n,b iharelection,biha relection,biharelect ion,bi harelection,biha r election,roman,228606,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""bihar"", ""labels"": [""Named Entity""]}]",biharelection,4,1248,2021-12-17T12:10:35.504989Z,2021-12-17T12:10:35.505034Z,6.889,bihar election,bihar election,bi har election,b i har election,biha relection,bi h ar election,biharelection,bihar elec tion,bih ar election,bi harelection,b ihar election
1585,1665,bizede,bizede,bize de,biz ede,bized e,bi zede,biz e de,b izede,bize d e,bi ze de,biz e d e,roman,228605,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""bize"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 6, ""text"": ""de"", ""labels"": [""Named Entity""]}]",bizede,4,1247,2021-12-17T12:10:26.989997Z,2021-12-17T12:10:26.990061Z,24.658,bize de,bizede,bized e,biz ede,bize de,b ize de,b izede,b ized e,bi zede,biz ed e,biz e de
1586,1666,jeeteganda,jeeteganda,jeetegand a,jeetegan da,jeeteg and a,jeete ganda,j eeteganda,je eteganda,jeetega nda,jeet e ganda,jeet eganda,roman,228604,$5,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 5, ""end"": 10, ""text"": ""ganda"", ""labels"": [""Named Entity""]}]",jeeteganda,4,1246,2021-12-17T12:10:00.886048Z,2021-12-17T12:10:00.886096Z,45.731,jeete ganda,jeeteganda,jee te ganda,jeeteg and a,jee teganda,jeeteg anda,jeete ganda,jeet eganda,je ete ganda,je e te ganda,jeet e ganda
1587,1667,baigankayogi,baigankayogi,baigankayog i,b aigankayogi,ba igankayogi,bai gankayogi,baiganka yogi,baigankayo gi,baig ankayogi,baigankay ogi,baigankayo g i,roman,228601,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 8, ""end"": 12, ""text"": ""yogi"", ""labels"": [""Named Entity""]}]",baigan ka yogi,4,1243,2021-12-17T12:08:23.934677Z,2021-12-17T12:08:23.934727Z,43.621,baigan ka yogi,baigankayogi,baigan kayogi,bai gankayogi,baiganka yogi,bai ganka yogi,ba i gankayogi,bai gank a yogi,ba i gank a yogi,baigan ka yogi,baigan kayo gi
1588,1668,mondaymood,mondaymood,monday mood,mondaymoo d,m ondaymood,mo ndaymood,mon daymood,mondaymo od,mon day mood,mond aymood,mondaym ood,roman,228600,$2,None,None,mondaymood,4,1242,2021-12-17T12:07:38.595272Z,2021-12-17T12:07:38.595319Z,1.861,monday mood,mondaymood,mon daymood,monda ymood,monda y mood,monday mo od,monday mood,mon day mood,m on day mood,mondaymoo d,m on daymood
1589,1669,indiastandswitharnab,indiastandswitharnab,in diastandswitharnab,indiastandswitharn ab,indiastandswitharna b,i ndiastandswitharnab,india standswitharnab,indiastandswith arnab,ind iastandswitharnab,india stands with arnab,indiastandswithar nab,roman,228599,$9,Hashtag has named entities,"[{""start"": 15, ""end"": 20, ""text"": ""arnab"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""india"", ""labels"": [""Named Entity""]}]",indiastandswitharnab,4,1241,2021-12-17T12:07:35.380855Z,2021-12-17T12:07:35.380903Z,9.867,india stands with arnab,india stands with arnab,india stands withar nab,india standswitharnab,in dia stands with arnab,india standswitharna b,india stands with ar nab,india stands witharnab,india stands witharna b,india standswith arnab,indiast and switharnab
1590,1670,biharelections,bihar elections,biharelections,bihar election s,bi har elections,biharelection s,b iharelections,bi harelections,biharelect ions,biharelectio ns,biharelecti ons,roman,228598,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""bihar"", ""labels"": [""Named Entity""]}]",biharelections,4,1239,2021-12-17T12:05:55.663854Z,2021-12-17T12:05:55.663899Z,14.001,bihar elections,bihar elections,bi har elections,bi h arelections,biha relections,biharelections,bih arelections,bihar election s,b i har elections,b ihar elections,bih ar elections
1591,1671,ghmcpolls,ghmcpolls,ghmc polls,ghmcpoll s,g hmcpolls,ghmcpol ls,gh mcpolls,ghmcpo lls,ghmcpol l s,ghm cpolls,ghmcp olls,roman,228597,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""ghmc"", ""labels"": [""Named Entity""]}]",ghmcpolls,4,1240,2021-12-17T12:07:23.602266Z,2021-12-17T12:07:23.602310Z,7.116,ghmc polls,ghmc polls,gh mc polls,g hmc polls,ghm cpolls,ghmcpolls,ghm c polls,ghmc poll s,gh mcpolls,g h mc polls,ghm cpoll s
1592,1672,chennairains,chennairains,chennai rains,chennairain s,c hennairains,chen nairains,che nnairains,chennairai ns,chennaira ins,ch ennairains,chen nai rains,roman,228596,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""chennai"", ""labels"": [""Named Entity""]}]",chennairains,4,1238,2021-12-17T12:05:39.213102Z,2021-12-17T12:05:39.213148Z,5.416,chennai rains,chennai rains,chennai rai ns,chen nai rains,chennai rai n s,chennairains,chen nairains,chennai rain s,chenna irains,chenna i rains,chennaira ins
1593,1673,bhushankumar,bhushan kumar,bhushankumar,bhushankuma r,bhushanku mar,b hushankumar,bhushankum ar,bhushank umar,bhushan kuma r,bhu shankumar,bh ushankumar,roman,228594,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""bhushan"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 12, ""text"": ""kumar"", ""labels"": [""Named Entity""]}]",bhushankumar,4,1236,2021-12-17T12:05:29.122637Z,2021-12-17T12:05:29.122688Z,13.403,bhushan kumar,bhushan kumar,bhu shankumar,bhush an kumar,bhushan ku mar,b hushankumar,bhushankumar,bhu shan kumar,b hushan kumar,bhush ankumar,bhushanku mar
1594,1674,happybirthdayraina,happybirthdayraina,happy birthday raina,happybirthdayrain a,happybirthday raina,happybirthdayrai na,happy birth day raina,happybirthdayra in a,ha ppybirthdayraina,happybirth day raina,h appybirthdayraina,roman,228592,$2,Hashtag has named entities,"[{""start"": 13, ""end"": 18, ""text"": ""raina"", ""labels"": [""Named Entity""]}]",happybirthdayraina,4,1234,2021-12-17T12:05:05.928596Z,2021-12-17T12:05:05.928649Z,4.286,happy birthday raina,happy birthday raina,happy birthday ra ina,happy birthdayraina,happy birthday rain a,happybirthdayraina,happy birthday rai na,happybirthday raina,happy birthday ra in a,happy birthday r aina,happy birthdayra in a
1595,1675,munmci,munmci,mun mci,munmc i,mu nmci,m unmci,mun mc i,mun m c i,munm ci,mun m ci,munm c i,roman,228591,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""mun"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""mci"", ""labels"": [""Named Entity""]}]",munmci,4,1233,2021-12-17T12:04:59.975358Z,2021-12-17T12:04:59.975405Z,7.872,mun mci,mun mci,m unmci,m un mc i,m un m ci,mu nmci,munmci,munmc i,mun mc i,mu nm ci,munm ci
1596,1676,mandalorian,mandalorian,mandalori an,mandal orian,mandal or ian,mandaloria n,m andalorian,man dalorian,manda lorian,mandalor ian,ma ndalorian,roman,228590,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 11, ""text"": ""mandalorian"", ""labels"": [""Named Entity""]}]",mandalorian,4,1232,2021-12-17T12:04:50.615334Z,2021-12-17T12:04:50.615393Z,8.625,mandalorian,mandalorian,man dalorian,m and alorian,mandalor ian,mandalo rian,m and a lorian,manda lorian,mandal orian,m andalorian,mand alorian
1597,1677,thangam,thangam,tha ngam,than gam,thang am,thanga m,than ga m,than g am,t hangam,th angam,thang a m,roman,228589,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""thangam"", ""labels"": [""Named Entity""]}]",thangam,4,1231,2021-12-17T12:04:18.440419Z,2021-12-17T12:04:18.440485Z,10.619,thangam,thangam,than gam,th angam,tha ngam,thanga m,thang am,thang a m,th an gam,than g a m,t han gam
1598,1678,shaheerinjetunabulawe,shaheerinjetunabulawe,shaheerinjetunabula we,shaheerinjetunabulaw e,s haheerinjetunabulawe,shah eerinjetunabulawe,sh aheerinjetunabulawe,shaheerinjetunabul awe,sha heerinjetunabulawe,shaheerinjetunabu lawe,shaheer injetunabulawe,roman,228588,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 7, ""text"": ""shaheer"", ""labels"": [""Named Entity""]}, {""start"": 9, ""end"": 13, ""text"": ""jetu"", ""labels"": [""Named Entity""]}, {""start"": 13, ""end"": 15, ""text"": ""na"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 21, ""text"": ""bulawe"", ""labels"": [""Named Entity""]}]",shaheer in jetu na bulawe,4,1230,2021-12-17T12:04:06.502912Z,2021-12-17T12:04:06.502963Z,209.195,shaheer in jetu na bulawe,shaheerinje tuna bulawe,shaheer injetuna bulawe,shaheerinjetuna bulawe,shaheerinje tu nabulawe,shaheer injetu na bulawe,shaheerinjetunabulawe,shaheerinje tunabulawe,shaheer in jetuna bulawe,shaheerin jetunabulawe,shaheerin jetuna bulawe
1599,1679,aiims,aiims,a iims,ai ims,aiim s,ai i ms,aii ms,a iim s,ai i m s,a ii ms,a i i ms,roman,228587,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""aiims"", ""labels"": [""Named Entity""]}]",aiims,4,1229,2021-12-17T12:00:33.493411Z,2021-12-17T12:00:33.493460Z,5.047,aiims,aiims,a ii m s,ai ims,a i i ms,aii ms,a ii ms,ai i ms,aiim s,a iims,ai i m s
1600,1680,1in50million,1in50million,1 in 50 million,1in50milli on,1in50 million,1in50millio n,1 in50million,1in50mill ion,1in50mil lion,1in 50 million,1in 50million,roman,228586,$2,None,None,1in50million,4,1228,2021-12-17T12:00:27.068793Z,2021-12-17T12:00:27.068847Z,2.69,1 in 50 million,1 in 50 million,1in50 million,1 in 50million,1in 50million,1 in 5 0 million,1in50million,1 in50 million,1in 50 million,1 in50million,1 in 5 0million
1601,1681,bizevdeyiz,bizevdeyiz,bizevdeyi z,b izevdeyiz,bi zevdeyiz,bizevdey iz,biz evdeyiz,bize vdeyiz,bizevdey i z,b i zevdeyiz,bizevde yiz,roman,228585,$6,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""biz"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 10, ""text"": ""evdeyiz"", ""labels"": [""Named Entity""]}]",bizevdeyiz,4,1227,2021-12-17T12:00:22.851512Z,2021-12-17T12:00:22.851560Z,38.806,biz evdeyiz,b iz ev dey iz,b ize v dey iz,b izev de y iz,biz ev deyiz,b izev dey iz,b ize v de y iz,bi zev deyiz,b izev d ey iz,b ize v d ey iz,bi zev dey iz
1602,1682,dolar,dolar,do lar,dola r,dol ar,d olar,do l a r,do la r,do l ar,d o lar,dol a r,roman,228584,$1,None,None,dolar,4,1226,2021-12-17T11:59:41.780643Z,2021-12-17T11:59:41.780693Z,26.194,dolar,dolar,d olar,dol ar,d ol ar,do l ar,dola r,do lar,d o lar,d o la r,do la r
1603,1683,suriya40,suriya40,suriya 40,s uriya40,suriya4 0,suriya 4 0,sur iya40,su riya40,suri ya40,suriy a40,su riya 40,roman,228583,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""suriya"", ""labels"": [""Named Entity""]}]",suriya40,4,1225,2021-12-17T11:59:14.231385Z,2021-12-17T11:59:14.231435Z,5.801,suriya 40,suriya40,suriya 4 0,su riya 40,su riya40,su riya 4 0,suriya 40,suriya4 0,s uriya40,s uriya 40,sur iya 40
1604,1684,yopremio,yopremio,yo premio,yopremi o,y opremio,yo premi o,yoprem io,y o premio,yopre mio,yopr emi o,yop remio,roman,228582,$1,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}",None,yopremio,4,1224,2021-12-17T11:59:06.053814Z,2021-12-17T11:59:06.053865Z,18.396,yopremio,yop remio,y opremio,yo premi o,yo prem io,yopremio,yo premio,yopre mio,yo pre mio,y o premio,yoprem io
1605,1685,nevada,nevada,neva da,ne va da,ne vada,nev ada,nevad a,neva d a,n evada,ne va d a,nev ad a,roman,228581,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""nevada"", ""labels"": [""Named Entity""]}]",nevada,4,1222,2021-12-17T11:58:10.696888Z,2021-12-17T11:58:10.696934Z,5.053,nevada,nevada,nev ada,nevad a,ne va da,nev ad a,ne vada,n evada,neva da,ne v ada,n e vada
1606,1686,bicchookakhel,bicchookakhel,bicchookakh el,bicchookakhe l,b icchookakhel,bicchooka khel,bi cchookakhel,bicchookak hel,bic chookakhel,bicchookakh e l,bicc hookakhel,roman,228580,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,bicchoo ka khel,4,1223,2021-12-17T11:58:46.141166Z,2021-12-17T11:58:46.141215Z,32.936,bicchoo ka khel,bicchookakhel,bicc hookakhel,bicchoo kakhel,bic chooka khel,bic chook akhel,bicchooka khel,bicchook akhel,bicc hook akhel,bicc hooka khel,bic chookakhel
1607,1687,aydabebek,aydabebek,a ydabebek,aydabeb ek,aydabebe k,ayda bebek,aydabe bek,ay dabebek,aydabeb e k,ayd abebek,a ydabeb ek,roman,228579,$5,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""ayda"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 9, ""text"": ""bebek"", ""labels"": [""Named Entity""]}]",aydabebek,4,1221,2021-12-17T11:58:02.610421Z,2021-12-17T11:58:02.610471Z,32.722,ayda bebek,ayda bebek,ayd abebek,ay da bebek,ay da be bek,ay dabe bek,aydabebek,ay dabebek,aydabebe k,ay d abebek,aydab ebek
1608,1688,omshanti,om shanti,omshanti,omshant i,om shant i,o mshanti,omsh anti,omshan ti,o m shanti,oms hanti,omsha nti,roman,228578,$1,Hashtag has non english token ,None,omshanti,4,1220,2021-12-17T11:57:28.490620Z,2021-12-17T11:57:28.490679Z,15.619,om shanti,om shanti,om shan ti,o m shanti,om shant i,omshant i,omshanti,o mshanti,om sh anti,omsh anti,oms hanti
